Hospital,Description,CPT,Charge
Marina Del Rey Hospital,"Hernia Repair, Inguinal, 5 years and older",49505,
Marina Del Rey Hospital,"Excision, Breast Lesion",19120,
Marina Del Rey Hospital,"Endoscopy, Upper GI, diagnostic",43235,
Marina Del Rey Hospital,"Endoscopy, Upper GI, with biopsy",43239,
Marina Del Rey Hospital,"Discission, secondary membranous cataract, laser surgery",66821,
Marina Del Rey Hospital,"Colonoscopy, with lesion removal, by snare technique",45385,
Marina Del Rey Hospital,"Colonoscopy, with biopsy",45380,
Marina Del Rey Hospital,"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,
Marina Del Rey Hospital,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,2002.82
Marina Del Rey Hospital,"Electrocardiogram, routine, with interpretation and report",93000,
Marina Del Rey Hospital,"Arthroscopy, Shoulder, with partial acromioplasty",29826,
Marina Del Rey Hospital,"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,
Marina Del Rey Hospital,"Physical Therapy, Therapeutic Exercise",97110,165.34
Marina Del Rey Hospital,"Physical Therapy, Gait Training",97116,237.99
Marina Del Rey Hospital,"Physical Therapy, Evaluation",97161,432.15
Marina Del Rey Hospital,"Inhalation Treatment, pressurized or nonpressurized",94640,265.55
Marina Del Rey Hospital,Carpal Tunnel Surgery,64721,
Marina Del Rey Hospital,"Echocardiography, complete",93307,
Mark Twain Medical Center,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322,
Mark Twain Medical Center,"Physical Therapy, Evaluation",97163,659
Mark Twain Medical Center,"Physical Therapy, Evaluation",97162,659
Mark Twain Medical Center,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62323,
Mark Twain Medical Center,"Urinalysis, without microscopy",81003,
Mark Twain Medical Center,"Urinalysis, without microscopy",81002,
Mark Twain Medical Center,"Urinalysis, with microscopy",81001,
Mark Twain Medical Center,"Physical Therapy, Evaluation",97161,659
Mark Twain Medical Center,"Urinalysis, with microscopy",81000,
Mark Twain Medical Center,Carpal Tunnel Surgery,64721,
Mark Twain Medical Center,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,2847
Mark Twain Medical Center,"Outpatient Visit, established patient, 15 minutes",99213,163
Mark Twain Medical Center,Basic Metabolic Panel,80048,
Mark Twain Medical Center,"Blood Gas Analysis, including 02 saturation",82805,
Mark Twain Medical Center,"Complete Blood Count, automated",85027,105
Mark Twain Medical Center,"Complete Blood Count, with differential WBC, automated",85025,
Mark Twain Medical Center,Comprehensive Metabolic Panel,80053,247
Mark Twain Medical Center,"Creatine Kinase (CK), (CPK), Total",82550,112
Mark Twain Medical Center,Lipid Panel,80061,157
Mark Twain Medical Center,Partial Thromboplastin Time,85730,
Mark Twain Medical Center,Prothrombin Time,85610,93
Mark Twain Medical Center,Thyroid Stimulating Hormone,84443,193
Mark Twain Medical Center,"Troponin, Quantitative",84484,
Mark Twain Medical Center,"CT Scan, Abdomen, with contrast",74160,
Mark Twain Medical Center,"CT Scan, Head or Brain, without contrast",70450,
Mark Twain Medical Center,"CT Scan, Pelvis, with contrast",72193,7583
Mark Twain Medical Center,"Mammography, Screening, Bilateral",77067,2853
Mark Twain Medical Center,"MRI, Brain, without contrast, followed by contrast",70553,12938
Mark Twain Medical Center,"Ultrasound, Abdomen, Complete",76700,2889
Mark Twain Medical Center,"Colonoscopy, with biopsy",45380,
Mark Twain Medical Center,"X-Ray, Lower Back, minimum four views",72110,1142
Mark Twain Medical Center,"X-Ray, Chest, two views",71046,
Mark Twain Medical Center,"Cardiac Catheterization, Left Heart, percutaneous ",93452,
Mark Twain Medical Center,"Echocardiography, Transthoracic, complete, without Doppler",93307,1625
Mark Twain Medical Center,"Electrocardiogram, routine, with interpretation and report",93000,
Mark Twain Medical Center,"Inhalation Treatment, pressurized or nonpressurized",94640,412
Mark Twain Medical Center,"Physical Therapy, Gait Training",97116,
Mark Twain Medical Center,"Physical Therapy, Therapeutic Exercise",97110,
Mark Twain Medical Center,"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,
Mark Twain Medical Center,"Arthroscopy, Shoulder, with partial acromioplasty",29826,
Mark Twain Medical Center,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,2118
Mark Twain Medical Center,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,1471
Mark Twain Medical Center,"Emergency Room Visit, Level 3 (moderate severity)",99283,838
Mark Twain Medical Center,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,515
Mark Twain Medical Center,"Colonoscopy, diagnostic",45378,
Mark Twain Medical Center,"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,
Mark Twain Medical Center,"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,
Mark Twain Medical Center,Laparoscopic Cholecystectomy,47562,
Mark Twain Medical Center,"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,
Mark Twain Medical Center,"Hernia Repair, Inguinal, 5 years and older",49505,1310
Mark Twain Medical Center,"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,
Mark Twain Medical Center,"Endoscopy, Upper GI, diagnostic",43235,889
Mark Twain Medical Center,"Endoscopy, Upper GI, with biopsy",43239,1026
Mark Twain Medical Center,"Discission, secondary membranous cataract, laser surgery",66821,
Mark Twain Medical Center,"Colonoscopy, with lesion removal, by snare technique",45385,875
Mark Twain Medical Center,"Excision, Breast Lesion, without preoperative radiological marker",19120,1867
Marshall Medical Center,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62323,
Marshall Medical Center,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322,
Marshall Medical Center,"Urinalysis, without microscopy",81003,50.16
Marshall Medical Center,"Troponin, Quantitative",84484,155.71
Marshall Medical Center,Thyroid Stimulating Hormone,84443,142.12
Marshall Medical Center,Prothrombin Time,85610,57.48
Marshall Medical Center,Partial Thromboplastin Time,85730,66.88
Marshall Medical Center,Lipid Panel,80061,129.58
Marshall Medical Center,"Creatine Kinase (CK), (CPK), Total",82550,71.06
Marshall Medical Center,"Complete Blood Count, with differential WBC, automated",85025,65.84
Marshall Medical Center,"Complete Blood Count, automated",85027,57.48
Marshall Medical Center,"Blood Gas Analysis, including 02 saturation",82805,91.96
Marshall Medical Center,Basic Metabolic Panel,80048,117.04
Marshall Medical Center,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,4075.5
Marshall Medical Center,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,2910.33
Marshall Medical Center,"Emergency Room Visit, Level 3 (moderate severity)",99283,2074.33
Marshall Medical Center,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,1169.36
Marshall Medical Center,"Urinalysis, with microscopy",81001,44.94
Marshall Medical Center,Comprehensive Metabolic Panel,80053,189.15
Marshall Medical Center,"Outpatient Visit, established patient, 15 minutes",99213,
Marshall Medical Center,"CT Scan, Head or Brain, without contrast",70450,3097.38
Marshall Medical Center,"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,
Marshall Medical Center,"Physical Therapy, Therapeutic Exercise",97110,198.55
Marshall Medical Center,"Physical Therapy, Gait Training",97116,226.77
Marshall Medical Center,"Physical Therapy, Evaluation",97162,427.41
Marshall Medical Center,"Inhalation Treatment, pressurized or nonpressurized",94640,384.56
Marshall Medical Center,"Electrocardiogram, routine, with interpretation and report",93000,
Marshall Medical Center,"Echocardiography, Transthoracic, complete, without Doppler",93307,
Marshall Medical Center,"Arthroscopy, Shoulder, with partial acromioplasty",29826,
Marshall Medical Center,"Cardiac Catheterization, Left Heart, percutaneous ",93452,
Marshall Medical Center,"X-Ray, Lower Back, minimum four views",72110,1361.64
Marshall Medical Center,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,942.59
Marshall Medical Center,"Ultrasound, Abdomen, Complete",76700,1499.58
Marshall Medical Center,"MRI, Brain, without contrast, followed by contrast",70553,6039.06
Marshall Medical Center,"Mammography, Screening, Bilateral",77067,599.83
Marshall Medical Center,"CT Scan, Pelvis, with contrast",72193,3856.05
Marshall Medical Center,"X-Ray, Chest, two views",71046,258.12
Marshall Medical Center,Carpal Tunnel Surgery,64721,
Marshall Medical Center,"CT Scan, Abdomen, with contrast",74160,4423.49
Marshall Medical Center,"Colonoscopy, diagnostic",45378,
Marshall Medical Center,"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,
Marshall Medical Center,"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,
Marshall Medical Center,"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,
Marshall Medical Center,"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,
Marshall Medical Center,"Hernia Repair, Inguinal, 5 years and older",49505,
Marshall Medical Center,"Excision, Breast Lesion, without preoperative radiological marker",19120,
Marshall Medical Center,Laparoscopic Cholecystectomy,47562,
Marshall Medical Center,"Endoscopy, Upper GI, with biopsy",43239,
Marshall Medical Center,"Discission, secondary membranous cataract, laser surgery",66821,
Marshall Medical Center,"Colonoscopy, with lesion removal, by snare technique",45385,
Marshall Medical Center,"Colonoscopy, with biopsy",45380,
Marshall Medical Center,"Endoscopy, Upper GI, diagnostic",43235,
Mayers Memorial Hospital,"Urinalysis, with microscopy",81000,75
Mayers Memorial Hospital,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62323,
Mayers Memorial Hospital,"Urinalysis, without microscopy",81002,43
Mayers Memorial Hospital,"Urinalysis, without microscopy",81003,43
Mayers Memorial Hospital,"Physical Therapy, Evaluation",97161,
Mayers Memorial Hospital,"Physical Therapy, Evaluation",97162,
Mayers Memorial Hospital,"Physical Therapy, Evaluation",97163,
Mayers Memorial Hospital,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322,
Mayers Memorial Hospital,"Urinalysis, with microscopy",81001,75
Mayers Memorial Hospital,"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,
Mayers Memorial Hospital,"Colonoscopy, with lesion removal, by snare technique",45385,
Mayers Memorial Hospital,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,960
Mayers Memorial Hospital,"X-Ray, Lower Back, minimum four views",72110,596
Mayers Memorial Hospital,"X-Ray, Chest, two views",71046,277
Mayers Memorial Hospital,"Cardiac Catheterization, Left Heart, percutaneous ",93452,
Mayers Memorial Hospital,"Echocardiography, Transthoracic, complete, without Doppler",93307,
Mayers Memorial Hospital,"Electrocardiogram, routine, with interpretation and report",93000,
Mayers Memorial Hospital,"Inhalation Treatment, pressurized or nonpressurized",94640,
Mayers Memorial Hospital,"Ultrasound, Abdomen, Complete",76700,921
Mayers Memorial Hospital,"Physical Therapy, Gait Training",97116,
Mayers Memorial Hospital,"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,
Mayers Memorial Hospital,"Arthroscopy, Shoulder, with partial acromioplasty",29826,
Mayers Memorial Hospital,Carpal Tunnel Surgery,64721,
Mayers Memorial Hospital,"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,
Mayers Memorial Hospital,"Colonoscopy, diagnostic",45378,2420
Mayers Memorial Hospital,"Colonoscopy, with biopsy",45380,2755
Mayers Memorial Hospital,"Emergency Room Visit, Level 3 (moderate severity)",99283,1002
Mayers Memorial Hospital,"Physical Therapy, Therapeutic Exercise",97110,132
Mayers Memorial Hospital,"Discission, secondary membranous cataract, laser surgery",66821,
Mayers Memorial Hospital,"MRI, Brain, without contrast, followed by contrast",70553,
Mayers Memorial Hospital,"CT Scan, Pelvis, with contrast",72193,2626
Mayers Memorial Hospital,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,1744
Mayers Memorial Hospital,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,
Mayers Memorial Hospital,"Outpatient Visit, established patient, 15 minutes",99213,131
Mayers Memorial Hospital,Basic Metabolic Panel,80048,114
Mayers Memorial Hospital,"Blood Gas Analysis, including 02 saturation",82805,
Mayers Memorial Hospital,"Complete Blood Count, automated",85027,89
Mayers Memorial Hospital,"Complete Blood Count, with differential WBC, automated",85025,102
Mayers Memorial Hospital,"Mammography, Screening, Bilateral",77067,
Mayers Memorial Hospital,Comprehensive Metabolic Panel,80053,151
Mayers Memorial Hospital,Lipid Panel,80061,179
Mayers Memorial Hospital,Partial Thromboplastin Time,85730,97
Mayers Memorial Hospital,Prothrombin Time,85610,75
Mayers Memorial Hospital,Thyroid Stimulating Hormone,84443,195
Mayers Memorial Hospital,"Troponin, Quantitative",84484,172
Mayers Memorial Hospital,"CT Scan, Abdomen, with contrast",74160,2793
Mayers Memorial Hospital,"CT Scan, Head or Brain, without contrast",70450,1892
Mayers Memorial Hospital,"Creatine Kinase (CK), (CPK), Total",82550,80
Mayers Memorial Hospital,"Endoscopy, Upper GI, with biopsy",43239,
Mayers Memorial Hospital,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,606
Mayers Memorial Hospital,"Excision, Breast Lesion, without preoperative radiological marker",19120,
Mayers Memorial Hospital,"Hernia Repair, Inguinal, 5 years and older",49505,
Mayers Memorial Hospital,Laparoscopic Cholecystectomy,47562,
Mayers Memorial Hospital,"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,
Mayers Memorial Hospital,"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,
Mayers Memorial Hospital,"Endoscopy, Upper GI, diagnostic",43235,
Memorial Hospital - Gardena,"CT Scan, Abdomen, with contrast",74160,4719.8
Memorial Hospital - Gardena,"CT Scan, Head or Brain, without contrast",70450,4240.47
Memorial Hospital - Gardena,"CT Scan, Pelvis, with contrast",72193,4937.29
Memorial Hospital - Gardena,"Mammography, Screening, Bilateral",77067,
Memorial Hospital - Gardena,"MRI, Brain, without contrast, followed by contrast",70553,7985.02
Memorial Hospital - Gardena,"Ultrasound, Abdomen, Complete",76700,1809.23
Memorial Hospital - Gardena,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,1270.33
Memorial Hospital - Gardena,"X-Ray, Lower Back, minimum four views",72110,1162.28
Memorial Hospital - Gardena,"Echocardiography, Transthoracic, complete",93307,
Memorial Hospital - Gardena,"Cardiac Catheterization, Left Heart, percutaneous ",93452,
Memorial Hospital - Gardena,"Electrocardiogram, routine, with interpretation and report",93000,
Memorial Hospital - Gardena,"Physical Therapy, Evaluation",97161,
Memorial Hospital - Gardena,"Physical Therapy, Evaluation",97162,
Memorial Hospital - Gardena,"Physical Therapy, Evaluation",97163,
Memorial Hospital - Gardena,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322,
Memorial Hospital - Gardena,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62323,
Memorial Hospital - Gardena,"X-Ray, Chest, two views",71046,
Memorial Hospital - Gardena,"Troponin, Quantitative",84484,344.93
Memorial Hospital - Gardena,Partial Thromboplastin Time,85730,239.65
Memorial Hospital - Gardena,Prothrombin Time,85610,202.24
Memorial Hospital - Gardena,"Inhalation Treatment, pressurized or nonpressurized",94640,
Memorial Hospital - Gardena,"Urinalysis, with microscopy",81001,242.41
Memorial Hospital - Gardena,"Urinalysis, with microscopy",81000,242.41
Memorial Hospital - Gardena,"Urinalysis, without microscopy",81003,191.47
Memorial Hospital - Gardena,"Urinalysis, without microscopy",81002,191.47
