facility_desc,site_address1,site_address2,site_city,site_zip,site_x_coordinate,site_y_coordinate,oshpd_id,license_type_desc,license_category_desc,license_number,facility_level_desc,er_service_level_desc,licensed_beds,facility_status_desc,financial_facility_count,consolidated_facility_desc_pipe,consolidated_facility_desc_comma,period_begin_date,period_end_date,net_pat_rev_medicare_traditional_ip,net_pat_rev_medicare_managed_ip,net_pat_rev_medi_cal_traditional_ip,net_pat_rev_medi_cal_managed_ip,net_pat_rev_county_indigent_traditional_ip,net_pat_rev_county_indigent_managed_ip,net_pat_rev_third_party_traditional_ip,net_pat_rev_third_party_managed_ip,net_pat_rev_other_indigent_ip,net_pat_rev_other_payer_ip,net_pat_rev_total_ip,net_pat_rev_medicare_traditional_op,net_pat_rev_medicare_managed_op,net_pat_rev_medi_cal_traditional_op,net_pat_rev_medi_cal_managed_op,net_pat_rev_county_indigent_traditional_op,net_pat_rev_county_indigent_managed_op,net_pat_rev_third_party_traditional_op,net_pat_rev_third_party_managed_op,net_pat_rev_other_indigent_op,net_pat_rev_other_payer_op,net_pat_rev_total_op,payer_mix_medicare_traditional_ip,payer_mix_medicare_traditional_ip_state,payer_mix_medicare_managed_ip,payer_mix_medicare_managed_ip_state,payer_mix_medi_cal_traditional_ip,payer_mix_medi_cal_traditional_ip_state,payer_mix_medi_cal_managed_ip,payer_mix_medi_cal_managed_ip_state,payer_mix_county_indigent_traditional_ip,payer_mix_county_indigent_traditional_ip_state,payer_mix_county_indigent_managed_ip,payer_mix_county_indigent_managed_ip_state,payer_mix_third_party_traditional_ip,payer_mix_third_party_traditional_ip_state,payer_mix_third_party_managed_ip,payer_mix_third_party_managed_ip_state,payer_mix_other_indigent_ip,payer_mix_other_indigent_ip_state,payer_mix_other_payer_ip,payer_mix_other_payer_ip_state,payer_mix_medicare_traditional_op,payer_mix_medicare_traditional_op_state,payer_mix_medicare_managed_op,payer_mix_medicare_managed_op_state,payer_mix_medi_cal_traditional_op,payer_mix_medi_cal_traditional_op_state,payer_mix_medi_cal_managed_op,payer_mix_medi_cal_managed_op_state,payer_mix_county_indigent_traditional_op,payer_mix_county_indigent_traditional_op_state,payer_mix_county_indigent_managed_op,payer_mix_county_indigent_managed_op_state,payer_mix_third_party_traditional_op,payer_mix_third_party_traditional_op_state,payer_mix_third_party_managed_op,payer_mix_third_party_managed_op_state,payer_mix_other_indigent_op,payer_mix_other_indigent_op_state,payer_mix_other_payer_op,payer_mix_other_payer_op_state,avg_stay_medicare_traditional,avg_stay_medicare_managed,avg_stay_medi_cal_traditional,avg_stay_medi_cal_managed,avg_stay_county_indigent_traditional,avg_stay_county_indigent_managed,avg_stay_third_party_traditional,avg_stay_third_party_managed,avg_stay_other_indigent_total,avg_stay_other_payer_total,avg_stay_total,active_projects,active_project_costs,active_projects_state,active_project_costs_state,spc_1,spc_2,spc_3,spc_4,spc_5,spc_1_state,spc_2_state,spc_3_state,spc_4_state,spc_5_state,sysdate
GOLDEN YEARS HOSPICE ,34 E LIVE OAK AVE,STE B,ARCADIA,91006,-118.02914,34.10743,406197713,Home Health Agency/Hospice,Hospice,550002005,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"PROACTIVE HOME HEALTH SERVICES, INC.",8001 LAUREL CANYON BLVD,STE 202,NORTH HOLLYWOOD,91605,-118.39657,34.21612,406190395,Home Health Agency/Hospice,Home Health Agency,550004120,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ANGELCARE HOME HEALTH PROVIDERS, INC.",710 RIMPAU AVE,STE 202,CORONA,92879,-117.55265,33.87348,406334646,Home Health Agency/Hospice,Home Health Agency,550001850,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"A MIRACLE HOSPICE, INC.",14402 HAYNES ST,STE 205,VAN NUYS,91401,-118.44671,34.18965,406197715,Home Health Agency/Hospice,Hospice,550001899,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SEQUOIA HOME HEALTH,830 HILLVIEW CT,STE 225,MILPITAS,95035,-121.8918,37.43562,406434237,Home Health Agency/Hospice,Home Health Agency,550000575,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SENIORS HOSPICE,14621 TITUS ST,STE 204,VAN NUYS,91402,-118.45179,34.21974,406197716,Home Health Agency/Hospice,Hospice,550001976,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CALIFORNIA HOSPICE CORP.,905 S LAKE ST,STE 202,BURBANK,91502,-118.306179,34.169563,406197717,Home Health Agency/Hospice,Hospice,550001932,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ASCENSION HOSPICE CARE,130 COOK AVE,STE 107,PASADENA,91107,-118.09922,34.14846,406197718,Home Health Agency/Hospice,Hospice,550001934,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"PREMIER HEALTHCARE SERVICES, LLC",950 S BASCOM AVE,STE 3113,SAN JOSE,95128,-121.931131,37.30907,406434239,Home Health Agency/Hospice,Home Health Agency,550002023,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SENIOR HOSPICE CARE INC.,359 E MAGNOLIA BLVD,STE C,BURBANK,91501,-118.30983,34.18486,406197719,Home Health Agency/Hospice,Hospice,550001913,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
HELENIUM HOME HEALTH INC.,1580 OAKLAND RD,STE C210,SAN JOSE,95131,-121.89538,37.38033,406434240,Home Health Agency/Hospice,Home Health Agency,550002015,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"MAXIM HEALTHCARE SERVICES, INC. - MODESTO",1620 N CARPENTER RD,STE C-19,MODESTO,95351,-121.031098,37.659688,406504078,Home Health Agency/Hospice,Home Health Agency,100000780,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
BLOSSOM RIDGE HOME HEALTH AGENCY,520 9TH STREET,SUITE 240,SACRAMENTO,95814,-121.49294,38.58546,406344185,Home Health Agency/Hospice,Home Health Agency,550002053,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
PERPETUAL CARE HOME HEALTH,1615 S MAIN ST,,MILPITAS,95035,-121.90413,37.40589,406434241,Home Health Agency/Hospice,Home Health Agency,550002033,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GOLDEN PACIFIC HOME HEALTH, INC",1151 HARBOR  BAY PKWY,STE 122,ALAMEDA,94502,-122.2323,37.72632,406014287,Home Health Agency/Hospice,Home Health Agency,550001821,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ACE HOME HEALTH CARE & HOSPICE, INC",85 MORAGA WAY,STE 100A,ORINDA,94563,-122.18015,37.87761,406074155,Home Health Agency/Hospice,Hospice,550001784,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ST. JUDE HOME HEALTH AGENCY,4725 FIRST ST,STE 274,PLEASANTON,94566,-121.87695,37.65678,406014288,Home Health Agency/Hospice,Home Health Agency,550001928,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"WE CARE HOME CARE & HOSPICE, INC",46723 FREMONT BLVD,,FREMONT,94538,-121.945589,37.480563,406014289,Home Health Agency/Hospice,Home Health Agency,550001786,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LIFE SPRINGS HOSPICE CARE,60 WHITNEY PL,,FREMONT,94539,-121.918531,37.470057,406014293,Home Health Agency/Hospice,Hospice,550001877,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"PROHEALTH HOME CARE, INC",2125 OAK GROVE RD,STE 124 A & B,WALNUT CREEK,94598,-122.01797,37.93096,406074156,Home Health Agency/Hospice,Home Health Agency,550001878,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ACE HOME HEALTH CARE & HOSPICE, INC.",85 MORAGA WAY,STE 100B,ORINDA,94563,-122.179702,37.877647,406074157,Home Health Agency/Hospice,Home Health Agency,550001785,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
NOVA HEALTH CARE AT HOME,181 SAND CREEK RD,STE B,BRENTWOOD,94513,-121.69979,37.94673,406074158,Home Health Agency/Hospice,Home Health Agency,550001968,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GOLDEN STATE HOME HEALTH, LLC",22527 MAIN ST,STE 206,HAYWARD,94541,-122.08359,37.67346,406014295,Home Health Agency/Hospice,Home Health Agency,550001972,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ROYAL HOME HEALTH SERVICES,22661 LAMBERT ST,STE 202,LAKE FOREST,92630,-117.714137,33.633594,406304512,Home Health Agency/Hospice,Home Health Agency,550002086,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
WESTSIDE HOSPICE COMFORT CARE INCORPORATION,9555 W PICO BLVD,STE B,LOS ANGELES,90035,-118.397011,34.055313,406197728,Home Health Agency/Hospice,Hospice,550002090,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"MISSION OF MERCY HOSPICE, INC.",4160 VERDUGO RD,,LOS ANGELES,90065,-118.232039,34.126746,406197729,Home Health Agency/Hospice,Hospice,550002087,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CB HOMECARE HOSPICE,512 E WILSON AVE,STE 204,GLENDALE,91206,-118.24943,34.14811,406197730,Home Health Agency/Hospice,Hospice,550002000,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HEALTHY LIVING AT HOME -  SAN DIEGO, LLC",9444 WAPLES ST,STE 450,SAN DIEGO,92121,-117.18475,32.90163,406374472,Home Health Agency/Hospice,Home Health Agency,550002093,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LA BEST HOME HEALTH INC,1101 E BROADWAY,STE 105,GLENDALE,91205,-118.241461,34.14655,406197731,Home Health Agency/Hospice,Home Health Agency,550002072,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ADULT CARE HOME HEALTH AGENCY, INC.",1007 S CENTRAL AVE,STE 103,GLENDALE ,91204,-118.2579,34.13447,406197733,Home Health Agency/Hospice,Home Health Agency,550002001,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
OMEGA HOME HEALTH CARE SERVICES,2049 PACIFIC COAST HIGHWAY,STE 103,LOMITA,90717,-118.315919,33.789564,406197735,Home Health Agency/Hospice,Home Health Agency,550001956,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"BAKERSFIELD COMMUNITY HOSPICE, INC",3400 CALLOWAY DR,STE 100,BAKERSFIELD,93312,-119.10979,35.3911,406154171,Home Health Agency/Hospice,Hospice,550002126,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"NOR-CAL PROFESSIONAL HOME HEALTH CARE SERVICES, INC.",1075 S WINCHESTER BLVD,,SAN JOSE,95128,-121.95016,37.30724,406434244,Home Health Agency/Hospice,Home Health Agency,550002142,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
AMITY HOME HEALTH CARE INC,27171 CALAROGA AVE,"STE 100, 4 & 5",HAYWARD,94545,-122.0898,37.63311,406014301,Home Health Agency/Hospice,Home Health Agency,550001693,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"BEST HOME HEALTH PROVIDERS, INC.",26236 INDUSTRIAL BLVD,,HAYWARD,94545,-122.11176,37.63434,406014302,Home Health Agency/Hospice,Home Health Agency,550002125,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
HEELAS HEALTH CARE SERVICES INC.,2777 ALVARADO ST,STE G,SAN LEANDRO,94577,-122.154189,37.708521,406014303,Home Health Agency/Hospice,Home Health Agency,550002123,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CARE IN TOUCH HOME HEALTH AGENCY,41829 ALBRAE ST,STE 218,FREMONT,94538,-121.97549,37.51338,406014304,Home Health Agency/Hospice,Home Health Agency,550002120,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ONLYSERVE, INC",3423 INVESTMENT BLVD,STE 1,HAYWARD,94545,-122.11845,37.625937,406014305,Home Health Agency/Hospice,Home Health Agency,550002119,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"MARIE STAR HOME HEALTH SERVICES, LLC",1849 WILLOW PASS RD,STE 306,CONCORD,94520,-122.038011,37.97526,406074161,Home Health Agency/Hospice,Home Health Agency,550002108,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"CARECHOICES HOME HEALTH SERVICES, INC.",1501 E ORANGETHORPE AVE,STE 220,FULLERTON,92831,-117.90179,33.85963,406304517,Home Health Agency/Hospice,Home Health Agency,980001378,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"CARECHOICES HOSPICE AND PALLIATIVE SERVICES, INC.",20 CORPORATE PARK,STE 300,IRVINE,92606,-117.83028,33.68978,406304518,Home Health Agency/Hospice,Hospice,550000207,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GENTLE HEALING/CARE INC.,217 E ALAMEDA AVE,STE 302,BURBANK,91502,-118.2992,34.17511,406190451,Home Health Agency/Hospice,Home Health Agency,550004130,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ASSUREDCARE HOME HEALTH SERVICES, INC.",400 S GLENDALE AVE,STE NI,GLENDALE,91205,-118.24921,34.14154,406190452,Home Health Agency/Hospice,Home Health Agency,550004121,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
HEALTHPEAK HOME HEALTH,1486 S IMPERIAL AVE,,EL CENTRO,92243,-115.56974,32.77999,406134028,Home Health Agency/Hospice,Home Health Agency,550001940,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
RELIEF HOSPICE,8081 STANTON AVE,STE 305,BUENA PARK,90620,-117.99373,33.84559,406197747,Home Health Agency/Hospice,Hospice,550002153,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"PREMIER HEALTHCARE SERVICES, LLC",1730 W CAMERON AVE,STE 120,WEST COVINA,91790,-117.944727,34.069739,406197748,Home Health Agency/Hospice,Home Health Agency,550002065,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
UNITY HOSPICE,149 PASADENA AVE,STE C,SOUTH PASADENA,91030,-118.17345,34.11187,406197749,Home Health Agency/Hospice,Hospice,550002105,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"RELYABLE HOSPICE CARE, INC",8055 FOOTHILL BLVD,STE B,SUNLAND,91040,-118.308886,34.259684,406197751,Home Health Agency/Hospice,Hospice,550002080,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"CONSOLE HOSPICE, INC.",14640 VICTORY BLVD,STE 212,VAN NUYS,91411,-118.452229,34.186632,406197753,Home Health Agency/Hospice,Hospice,550002082,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GUARDIAN ANGEL HOME HEALTH, INC.",717 S VICTORY BLVD,STE A,BURBANK,91502,-118.310441,34.16822,406197754,Home Health Agency/Hospice,Home Health Agency,550002078,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"AMENITY HEALTH SERVICES, INC.",12722 RIVERSIDE DR.,STE 209,VALLEY VILLAGE,91607,-118.410294,34.157584,406197756,Home Health Agency/Hospice,Home Health Agency,550002068,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ALTA CARE HOSPICE, INC.",7100 HAYVENHURST AVE,STE 202,VAN NUYS,91406,-118.49222,34.19917,406197757,Home Health Agency/Hospice,Hospice,550002069,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"COMPREHENSIVE HOSPICE CARE, INC.",3440 WILSHIRE BLVD,STE 1108-A,LOS ANGELES,90010,-118.29919,34.06158,406197759,Home Health Agency/Hospice,Hospice,550002063,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
